suite,task,display_name,category,category_display_name,optimizer,mean_score,std_score,min_score,max_score,mean_raw_max_utility,std_raw_max_utility,min_raw_max_utility,max_raw_max_utility,trials,se_score,range_score,se_raw_max_utility,range_raw_max_utility,ci95_low_score,ci95_high_score,ci95_low_raw_max_utility,ci95_high_raw_max_utility,task_rank
data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,best_logged,0.995158626899416,0.0,0.995158626899416,0.995158626899416,-0.8339020373736177,0.0,-0.8339020373736177,-0.8339020373736177,8,0.0,0.0,0.0,0.0,0.995158626899416,0.995158626899416,-0.8339020373736177,-0.8339020373736177,2.0
data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,coms,0.9891870263405019,0.014450829714561624,0.965984143169263,1.0033575244830746,-0.85068363342753,0.040610215723762375,-0.915889168999496,-0.8108612150716367,8,0.005109139842469292,0.03737338131381163,0.014357879461860465,0.10502795392785935,0.97710583036422,1.0012682223167837,-0.8846346234044912,-0.8167326434505687,3.0
data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,bdi,1.00283113429973,0.0,1.00283113429973,1.00283113429973,-0.8123404947616428,0.0,-0.8123404947616428,-0.8123404947616428,8,0.0,0.0,0.0,0.0,1.00283113429973,1.00283113429973,-0.8123404947616428,-0.8123404947616428,1.0
synthetic,ackley,Ackley,many_local_minima,Many Local Minima,best_logged,1.0000000136094034,3.212157780530388e-08,0.9999999965922034,1.0000000919944156,-6.905933655734676,2.688733280088122,-10.868656828881145,-3.5512780908346184,8,1.1356692744270834e-08,9.540221224124679e-08,0.95061076757613,7.317378738046527,0.9999999867550923,1.0000000404637144,-9.153770930570424,-4.658096380898929,3.0
synthetic,ackley,Ackley,many_local_minima,Many Local Minima,coms,1.1854190898161312,0.3665746114476801,0.7232454534899574,1.7951249084722996,-4.9060245587054645,2.4953109112197085,-9.372743976326609,-1.834374085471549,8,0.1296036967827392,1.071879454982342,0.8822256332461194,7.53836989085506,0.8789550453075885,1.491883134324674,-6.99215668645604,-2.8198924309548894,2.0
synthetic,ackley,Ackley,many_local_minima,Many Local Minima,bdi,1.277169289065229,0.3274103579516008,0.9499626122894852,1.9024724466919904,-3.355440710676233,1.8898257072112659,-6.06107258584284,-0.6146812875765559,8,0.11575704216914588,0.9525098344025053,0.6681542864148744,5.446391298266285,1.0034473798594181,1.55089119827104,-4.9353745401385165,-1.77550688121395,1.0
synthetic,schaffer2,Schaffer N. 2,many_local_minima,Many Local Minima,best_logged,1.0000012978188346,9.703161294441059e-06,0.999984523780612,1.0000189028108033,-0.17777390689868272,0.12521606723956752,-0.3362384225598522,-0.0125209729954858,8,3.4305855751230554e-06,3.437903019132271e-05,0.04427056512930444,0.3237174495643664,0.9999931857729866,1.0000094098646828,-0.2824571588351538,-0.07309065496221161,1.0
synthetic,schaffer2,Schaffer N. 2,many_local_minima,Many Local Minima,coms,0.5119702585514279,0.09572880917275409,0.3668615344625722,0.6545039054004369,-0.49774480699244605,0.0008098350035027396,-0.498717841867653,-0.4961752619564031,8,0.03384524506048369,0.2876423709378647,0.0002863199113095093,0.002542579911249898,0.4319389712803072,0.5920015458225485,-0.4984218459984424,-0.4970677679864497,3.0
synthetic,schaffer2,Schaffer N. 2,many_local_minima,Many Local Minima,bdi,0.5270491004453005,0.10088576495463254,0.3694281380081909,0.6619031708712528,-0.4899605560618916,0.007516780461702785,-0.4966970748058584,-0.4764020221306118,8,0.03566850426230641,0.2924750328630619,0.0026575832185802934,0.020295052675246616,0.4427064902486102,0.6113917106419908,-0.49624474179117256,-0.48367637033261063,2.0
synthetic,sum_different_powers,Sum of Different Powers,bowl_shaped,Bowl-Shaped,best_logged,1.0000000000418123,8.160898003059168e-11,0.9999999999785444,1.0000000002179523,-0.0022402356567184376,0.003406296744539246,-0.0081982476026686,-0.0001512500280492,8,2.8853131592674457e-11,2.3940793791865644e-10,0.0012043077633986808,0.008046997574619399,0.9999999999735855,1.000000000110039,-0.005087971000432423,0.0006074996869955477,3.0
